frame,motion_regime,sequence_se3_optimizer_enabled,visual_residual_enabled,contact_anchor_residual_enabled,depth_residual_enabled,geometry_residual_enabled,velocity_residual_enabled,acceleration_residual_enabled,static_freeze_residual_enabled,boundary_freeze_interpolation_enabled,static_tail_freeze_enabled,trust_weight,smooth_weight,accel_weight,feedback_reoptimized,feedback_reweight_reason,visual_prior_reason,overlay_prior_reason,pose_lock_reason,decision_source
27,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.732500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
28,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
29,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
30,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.667500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
31,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,2.102500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
32,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
33,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,0.957000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
34,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.870000,0.759000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
35,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.551000,1.034000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
36,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
37,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
38,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
39,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
40,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.155000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
41,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
42,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
43,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
44,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
45,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.885000,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
46,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
47,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.111000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
48,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.858000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
49,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.725000,1.133000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
50,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,0.964250,1.133000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
51,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.283250,1.661000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
52,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.283250,1.661000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
53,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
54,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
55,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
56,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
57,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
58,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
59,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
60,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
61,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.913000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
62,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.797500,1.188000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
63,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
64,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
65,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
66,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
67,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
68,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
69,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
70,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
71,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
72,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.885000,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
73,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
74,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.858000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
75,high_speed,1,1,1,1,1,1,1,1,1,1,0.639600,0.725000,1.133000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
76,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,0.964250,1.452000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
77,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
78,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
79,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
80,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
81,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
82,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
83,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
84,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
85,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.732500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
86,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.355750,1.232000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
87,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
88,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
89,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
90,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
91,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
92,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
93,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
94,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
95,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
96,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.885000,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
97,uniform_motion,1,1,0,1,1,1,1,1,1,1,0.200000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
98,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.913000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
99,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.797500,1.215500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
100,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.109250,1.534500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
101,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.595000,2.007500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
102,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
103,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
104,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.732500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
105,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
106,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
107,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
108,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.885000,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
109,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
110,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
111,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.342000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
112,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.283250,1.386000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
113,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
114,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.355750,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
115,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
116,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
117,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
118,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
119,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
120,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
121,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.885000,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
122,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
123,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.913000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
124,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.797500,1.188000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
125,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
126,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
127,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
128,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.661000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
129,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.283250,1.386000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
130,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
131,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
132,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
133,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
134,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.732500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
135,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.355750,1.232000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
136,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
137,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
138,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
139,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
140,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
141,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
142,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
143,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
144,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
145,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.413500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
146,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,1.067000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
147,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.044000,1.342000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
148,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.283250,1.386000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
149,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
150,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.355750,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
151,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
152,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
153,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
154,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
155,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,1.885000,2.667500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
156,static_hold,1,1,1,1,1,1,1,1,1,1,0.656000,2.102500,2.365000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
157,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.645750,1.716000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
158,free_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.116500,0.913000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
159,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,0.797500,1.188000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
160,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
161,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
162,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
163,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
164,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
165,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
166,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
167,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
168,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
169,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,2.062500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
170,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.667500,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
171,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.732500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
172,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.355750,1.232000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
173,sustained_grasp_high_speed,1,1,1,1,1,1,1,1,1,1,0.705200,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
174,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.036750,1.507000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
175,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.980000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
176,sustained_grasp,1,1,1,1,1,1,1,1,1,1,0.721600,1.522500,1.705000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
177,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.355750,1.430000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
178,uniform_motion,1,1,1,1,1,1,1,1,1,1,0.574000,1.189000,1.457500,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
179,low_speed,1,1,1,1,1,1,1,1,1,1,0.574000,1.428250,1.760000,1,stage_audit_residual_reweight,,,,generic_sequence_se3_mainline
